rank,name,country,profits,headquarters,revenue,marketvalue,assets,ceo,industry,state
872,J Sainsbury,United Kingdom,409.5,United Kingdom,37713,9125,30863,Michael Coupe,Food Retail,
1162,J.B. Hunt Transport Services,United States,701.7,Arkansas,7509,13682,4422,John Roberts,Trucking,Arkansas
1799,JB Financial Group,South Korea,181.9,South Korea,2062,888,44457,Han Kim,Regional Banks,
1037,JBS,Brazil,189,Brazil,51109,6715,32768,José Sobrinho,Food Processing,
1912,JC Penney,United States,-116,Texas,12506,891,8638,Marvin Ellison,Department Stores,Texas
650,JD.com,China,-23.1,China,53861,44463,28264,Qiang Liu,Internet & Catalog Retail,
501,JFE Holdings,Japan,1305,Japan,33191,12463,41945,Eiji Hayashida,Iron & Steel,
1506,JG Summit Holdings,Philippines,582.6,Philippines,5227,8375,14871,Lance Gokongwei,Conglomerates,
944,JM Smucker,United States,1256.4,Ohio,7360,12839,15329,Mark Smucker,Food Processing,Ohio
3,JPMorgan Chase,United States,26496,New York,118180,387668,2609785,Jamie Dimon,Major Banks,New York
1039,JSW Steel,India,650,India,10141,11622,14054,Sajjan Jindal,Iron & Steel,
1523,JTEKT,Japan,448.4,Japan,13003,5428,12008,Seiichi Sudo,Auto & Truck Parts,
223,JXTG Holdings,Japan,3265.5,Japan,92943,22027,79526,Yasushi Kimura,Oil & Gas Operations,
1614,Jabil Circuit,United States,121.5,Florida,20399,4730,11488,Mark Mondello,Electronics,Florida
1894,Jaccs,Japan,73.5,Japan,1158,785,36049,Yasuyoshi Itagaki,Consumer Financial Services,
1499,Jacobs Engineering,United States,231.9,Texas,11854,9011,12602,Steven Demetriou,Construction Services,Texas
789,Japan Airlines,Japan,1221.7,Japan,12481,12865,17435,Masaru Onishi,Airline,
1040,Japan Exchange Group,Japan,455.5,Japan,1090,10213,388494,Seshagiri Metlapalli,Investment Services,
319,Japan Post Holdings,Japan,442,Japan,116584,54550,2586797,Masatsugu Nagato,Life & Health Insurance,
1805,Japan Securities,Japan,35.7,Japan,240,593,43736,Minoru Masubuchi,Investment Services,
257,Japan Tobacco,Japan,3527,Japan,19386,55045,46451,Masamichi Terabatake,Tobacco,
177,Jardine Matheson,Hong Kong,3785,Hong Kong,39456,44229,82814,Ben Keswick,Conglomerates,
1158,Jeronimo Martins,Portugal,459,Portugal,19630,10252,7735,Pedro de Castro Soares dos Santos,Food Retail,
1438,JetBlue Airways,United States,1150,New York,7165,6007,10027,Robin Hayes,Airline,New York
1305,Jiangsu Hengrui Medicine,China,506.1,China,2151,39786,3004,Wei Dong,Pharmaceuticals,
1090,Jiangsu Yanghe Brewery,China,1110.4,China,2914,30927,7051,Gi-Hong Woo,Beverages,
1793,Jiangsu Zhongnan Construction Group,China,125.4,China,5233,4439,30246,Jin Chen,,
1249,Jiangxi Copper,China,279,China,31718,7804,14964,Yu Wu,Diversified Metals & Mining,
1898,Jinke Property Group,China,305.4,China,5177,4611,25873,Si Jiang,,
145,Johnson & Johnson,United States,1245,New Jersey,78662,341277,156625,Alex Gorsky,Medical Equipment & Supplies,New Jersey
296,Johnson Controls International,Ireland,2098,Ireland,30729,33621,49952,George Oliver,Business & Personal Services,
1243,Johnson Matthey,United Kingdom,477.5,United Kingdom,16321,9088,6138,Robert MacLeod,Diversified Chemicals,
1294,Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,457,Vietnam,2663,9148,44013,Dung Pham,Regional Banks,
1967,Jointown Pharmaceutical Group,China,223.5,China,11641,5333,9560,Yi Gong,,
1855,Jones Lang LaSalle,United States,283.5,Illinois,9872,7768,9204,Christian Ulbrich,Real Estate,Illinois
878,Julius Baer Group,Switzerland,716.1,Switzerland,3760,13691,100480,Bernhard Hodler,Regional Banks,
1707,Juroku Bank,Japan,62.2,Japan,941,975,55152,Yukio Murase,Regional Banks,
1349,Jyske Bank,Denmark,462.6,Denmark,2720,4935,96355,Anders Dam,Regional Banks,
219,KB Financial Group,South Korea,3068.8,South Korea,29004,21718,409235,Jong-Kyoo Yoon,Regional Banks,
1941,KBC Ancora,Belgium,952.9,Belgium,245,4624,3812,Katelijn Callewaert,,
244,KBC Group,Belgium,2845.8,Belgium,13791,36003,351044,Johan Thijs,Regional Banks,
144,KDDI,Japan,5165.7,Japan,45492,65526,61820,Tadashi Onodera,Telecommunications services,
584,KIA Motors,South Korea,571.2,South Korea,47932,12710,49551,Hyoung-Keun Lee,Auto & Truck Manufacturers,
1195,KION Group,Germany,527.2,Germany,8981,10167,14171,Gordon Riske,Heavy Equipment,
1375,KLA-Tencor,United States,709.7,California,3901,17313,5598,Rick Wallace,Semiconductors,California
1111,KPN,Netherlands,544.8,Netherlands,7328,12703,16247,Maximo Ibarra,Telecommunications services,
1056,KT Corp,South Korea,425.7,South Korea,21139,6292,28584,Chang-Gyu Hwang,Telecommunications services,
1406,KT&G,South Korea,1029.4,South Korea,4128,11808,9318,Bok-In Baek,Tobacco,
1746,KWG Property Holding,Hong Kong,537.3,Hong Kong,1696,4462,20723,Jian Kong,Consumer Financial Services,
1492,Kaisa Group Holdings,China,484.7,China,4899,3353,32768,Ying Kwok,Consumer Financial Services,
820,Kajima,Japan,1162.5,Japan,17087,9983,16884,Mitsuyoshi Nakamura,Construction Services,
1320,Kangmei Pharmaceutical,China,672.4,China,4256,19396,11475,Xing Ma,Pharmaceuticals,
449,Kansai Electric Power,Japan,1370.4,Japan,28274,12987,65680,Makoto Yagi,Electric Utilities,
1453,Kansas City Southern,United States,959.9,Missouri,2654,11286,9128,Patrick Ottensmeyer,Railroads,Missouri
686,Kao Corp,Japan,1358.9,Japan,13488,34429,12765,Michitaka Sawada,Household/Personal Care,
710,Kasikornbank,Thailand,1057,Thailand,5843,14653,95762,Banthoon Lamsam,Regional Banks,
1495,Kawasaki Heavy Industries,Japan,260.9,Japan,14204,5384,16784,Shigeru Murayama,Heavy Equipment,
1794,Keiyo Bank,Japan,109.3,Japan,574,1232,45035,Jian Lu,Regional Banks,
672,Kellogg,United States,1451,Michigan,13070,21293,16702,Steven Cahillane,Food Processing,Michigan
1634,Keppel,Singapore,216.6,Singapore,4560,11233,21101,Chin Loh,Conglomerates,
349,Kering,France,2014,France,17458,74464,30713,François-Henri Pinault,Apparel/Accessories,
1101,Kerry Group,Ireland,663.8,Ireland,7228,18739,8886,Edmond Scanlon,Food Processing,
1259,Kerry Properties,Hong Kong,1186,Hong Kong,4673,7145,22191,Shut Ho,Construction Services,
1927,Kesko,Finland,314.4,Finland,12261,5901,5871,Mikko Helander,Food Retail,
527,KeyCorp,United States,1390,Ohio,6933,21509,137049,Beth Mooney,Major Banks,Ohio
824,Keyence,Japan,1900.1,Japan,4754,75836,13975,Akinori Yamamoto,Electronics,
539,Kimberly-Clark,United States,1808,Texas,18507,36645,15303,Thomas Falk,Household/Personal Care,Texas
679,Kinder Morgan,United States,261,Texas,13707,36422,79011,Steven Kean,Oil Services & Equipment,Texas
1799,Kingboard Chemical Holdings,Hong Kong,717.8,Hong Kong,5538,4157,11295,Wing Chang,Specialized Chemicals,
1044,Kingfisher,United Kingdom,630.5,United Kingdom,15151,8658,14714,Véronique Laury-Deroubaix,Home Improvement Retail,
1285,Kinnevik,Sweden,1919.4,Sweden,1964,10274,11496,Georgi Ganev,Investment Services,
1470,Kintetsu,Japan,272.2,Japan,10966,7718,16981,Tetsuya Kobayashi,Railroads,
505,Kirin Holdings,Japan,2158.7,Japan,16621,25532,21066,Senji Miyake,Beverages,
1819,Kiyo Bank,Japan,105.2,Japan,631,1161,42237,Byung-Yong Lim,Regional Banks,
948,Klepierre,France,1385.8,France,1575,12395,30195,Jean-Marc Jestin,Real Estate,
1049,Kobe Steel,Japan,570.1,Japan,16973,3925,22120,Hiroya Kawasaki,Iron & Steel,
919,Kohl's,United States,859,Wisconsin,19095,10133,13340,Michelle Gass,Department Stores,Wisconsin
1215,Koito Manufacturing,Japan,752.5,Japan,7659,11271,6327,Takashi Ohtake,Auto & Truck Parts,
393,Komatsu,Japan,1772.1,Japan,22567,31074,31712,Tetsuji Ohashi,Heavy Equipment,
839,Kone,Finland,1114,Finland,10681,25725,8353,Henrik Fredrik,Construction Services,
1865,Konka Group,China,769,China,5157,1794,3735,De Li,Consumer Electronics,
295,Korea Electric Power,South Korea,1148.8,South Korea,52910,21462,169809,Chu Xu,Electric Utilities,
1134,Korea Gas,South Korea,-1067.1,South Korea,19613,4622,34692,Won-Gi Ahn,Natural Gas Utilities,
1521,Korea Investment Holdings,South Korea,451.3,South Korea,1783,5150,45531,Nam-Goo Kim,Investment Services,
1834,Korea Zinc,South Korea,556.4,South Korea,5835,7231,6574,Wei Wang,Diversified Metals & Mining,
1088,Korean Air,South Korea,700.1,South Korea,10696,3060,23024,Won-Tae Cho,Airline,
627,Kotak Mahindra Bank,India,961.9,India,6024,35838,51780,Dipak Gupta,Regional Banks,
717,Koç Holding,Turkey,1346,Turkey,27110,7965,27616,Levent Çakiroglu,Conglomerates,
126,Kraft Heinz Company,United States,11099,Illinois,26172,72224,120787,Bernardo Hees,Food Processing,Illinois
326,Kroger,United States,1890,Ohio,122662,20985,37806,W. McMullen,Food Retail,Ohio
1078,Krung Thai Bank,Thailand,625.9,Thailand,4818,7638,92341,Krairit Euchukanonchai,Regional Banks,
547,Kubota,Japan,1251.7,Japan,16036,21132,25841,Masatoshi Kimata,Heavy Equipment,
863,Kuehne & Nagel International,Switzerland,748.8,Switzerland,18891,18406,7652,Detlef Trefzger,Other Transportation,
1029,Kuwait Finance House,Kuwait,627.3,Kuwait,3418,10931,57977,Mazen Ali,Regional Banks,
1924,Kuwait Projects,Kuwait,53.6,Kuwait,2017,1136,34298,Hamad Al Sabah,Investment Services,
468,Kweichow Moutai,China,4445.6,China,8538,142391,21362,Bao Li,Beverages,
612,Kyocera,Japan,738,Japan,14229,22817,29686,Goro Yamaguchi,Electronics,
837,Kyushu Electric Power,Japan,781.9,Japan,17688,5617,44289,Masayoshi Nuki,Electric Utilities,
1568,Kyushu Financial Group,Japan,175,Japan,1431,2327,94819,Takahiro Kai,Regional Banks,
1081,L Brands,United States,983.1,Ohio,12633,9014,8149,Leslie Wexner,Apparel/Footwear Retail,Ohio
207,L'Oréal Group,France,4294.9,France,29353,134220,42435,Jean-Paul Agon,Household/Personal Care,
963,L3 Technologies,United States,717,New York,10323,15390,12873,Chris Kubasik,Aerospace & Defense,New York
1287,LARGAN Precision,Taiwan,853.8,Taiwan,1747,18368,3895,En Lin,Electrical Equipment,
1647,LEG Immobilien AG,Germany,1036.2,Germany,958,7128,12406,,Real Estate,
474,LG Chem,South Korea,1720.7,South Korea,22731,24717,23391,Jin-Soo Park,Specialized Chemicals,
748,LG Corp,South Korea,2119.3,South Korea,9111,13331,20221,Hyun-He Ha,Household Appliances,
778,LG Display,South Korea,998.9,South Korea,23764,7796,28141,Sang-Beom Han,Electronics,
411,LG Electronics,South Korea,1482.5,South Korea,55680,16452,38673,Seong-Jin Cho,Consumer Electronics,
1247,LG Household & Health Care,South Korea,561,South Korea,5696,20574,4600,Suk-Yong Cha,Household/Personal Care,
1982,LG International,South Korea,-65.7,South Korea,11437,940,4640,Chi-Ho Song,Trading Companies,
1490,LG Uplus,South Korea,477.2,South Korea,11140,5185,12770,Young-Soo Kwon,Telecommunications services,
1328,LKQ,United States,552.4,Illinois,10115,9378,9636,Dominick Zarcone,Auto & Truck Parts,Illinois
758,LabCorp,United States,1249.2,North Carolina,10843,17999,16832,David King,Healthcare Services,North Carolina
608,LafargeHolcim,Switzerland,-1701.8,Switzerland,26546,31558,65345,Jan Jenisch,Construction Materials,
687,Lam Research,United States,1886,California,10300,33063,13663,Martin Anstice,Semiconductors,California
1822,Land Securities Group,United Kingdom,221.4,United Kingdom,1047,9825,19944,Robert Noel,Real Estate,
1627,Lanxess,Germany,122.7,Germany,11485,7532,12815,Matthias Zachert,Diversified Chemicals,
471,Larsen & Toubro,India,1109.9,India,17789,28889,34387,Sekharipuram Subrahmanyan,Construction Services,
418,Las Vegas Sands,United States,3782,Nevada,13355,61667,21504,Sheldon Adelson,Casinos & Gaming,Nevada
1399,Latam Airlines,Chile,173.9,Chile,9843,8615,18688,Enrique Cueto,Airline,
1858,Laurentian Bank,Canada,168.6,Canada,1295,1619,38655,François Desjardins,Regional Banks,
780,Lear,United States,1330.4,Michigan,21206,12931,12681,Raymond Scott,Auto & Truck Parts,Michigan
187,Legal & General Group,United Kingdom,2435.3,United Kingdom,52145,22572,676610,Nigel Wilson,Life & Health Insurance,
692,Legend Holding,China,746.2,China,46900,7669,51455,Li Zhu,Computer Hardware,
1063,Legrand,France,802.2,France,6227,21114,11317,Benoît Coquart,Electrical Equipment,
1502,Leidos,United States,396,Virginia,10033,9603,8913,Roger Krone,Aerospace & Defense,Virginia
1197,Lendlease Group,Australia,605.1,Australia,13339,7883,12352,Stephen McCann,Real Estate,
655,Lennar,United States,899.8,Florida,13296,17681,27944,Richard Beckwitt,Construction Services,Florida
1080,Lenovo Group,Hong Kong,-115.7,Hong Kong,44302,5832,29499,Yuan Yang,Computer Hardware,
1290,Leonardo,Italy,306.8,Italy,13002,6594,30061,Alessandro Profumo,Aerospace & Defense,
1052,Leucadia National,United States,15,New York,12152,8462,49001,Rich Handler,Conglomerates,New York
1849,Li & Fung,Hong Kong,217.8,Hong Kong,13532,4604,6518,Spencer Fung,Trading Companies,
1774,Liberbank,Spain,-306.2,Spain,887,1685,48289,Manuel Menéndez,Regional Banks,
1153,Liberty Broadband,United States,2033,Colorado,22,12826,11958,Gregory Maffei,Telecommunications services,Colorado
1310,Liberty Expedia Holdings,United States,-178,Colorado,10630,2316,35760,Christopher Shean,Business & Personal Services,Colorado
735,Liberty Global,United Kingdom,-3644.4,United Kingdom,14775,24388,58312,Michael Fries,Broadcasting & Cable,
379,Lincoln National,United States,2012,Pennsylvania,14249,14874,279237,Dennis Glass,Life & Health Insurance,Pennsylvania
352,Linde,Germany,1758.8,Germany,19600,39744,40815,Aldo Belloni,Diversified Chemicals,
1560,Lindt & Sprungli,Switzerland,457.9,Switzerland,4154,18068,7274,Saad Azhari,Food Processing,
817,Link REIT,Hong Kong,3070.6,Hong Kong,1234,18529,24558,Kwok Hongchoy,Real Estate,
1907,Liuzhou Iron & Steel,China,526.5,China,6584,2933,3579,Liao Zhi Gang,Iron & Steel,
1686,Live Nation Entertainment,United States,-102.4,California,10407,8881,9118,Michael Rapino,Diversified Media,California
1147,Lixil Group,Japan,492.5,Japan,15373,6648,19813,Kinya Seto,Construction Materials,
94,Lloyds Banking Group,United Kingdom,4049,United Kingdom,33593,65391,1098581,António Horta-Osório,Major Banks,
208,Lockheed Martin,United States,2396,Maryland,51626,92523,46634,Marillyn Hewson,Aerospace & Defense,Maryland
488,Loews,United States,1162,New York,13825,16506,80786,Jim MBA,Diversified Insurance,New York
1387,Logan Property Holdings,China,950.8,China,4210,8201,17179,Jian Ji,Real Estate,
751,London Stock Exchange,United Kingdom,682.5,United Kingdom,2518,20897,1003714,David Warren,Investment Services,
494,Longfor Properties,China,1875.6,China,10818,17727,55707,Ming Shao,Real Estate,
1659,Longi Green Energy Technology,China,553.5,China,2564,11943,5532,Zhen Li,Semiconductors,
1074,Lonza Group,Switzerland,739.6,Switzerland,5187,19742,14613,Richard Ridinger,Specialized Chemicals,
700,Lotte Chemical,South Korea,1917.6,South Korea,14403,12404,18263,Gyo-Hyeon Kim,Specialized Chemicals,
1231,Lotte Shopping,South Korea,-131.9,South Korea,18552,6294,26107,Hee-Tae Gang,Department Stores,
211,Lowe's,United States,3436,North Carolina,68619,72213,35291,Robert Niblock,Home Improvement Retail,North Carolina
98,LukOil,Russia,7179.9,Russia,99902,60435,91973,Vagit Alekperov,Oil & Gas Operations,
1454,Lundbergs,Sweden,782.2,Sweden,2389,8745,15778,Lars Lundberg,Real Estate,
1695,Lundin Petroleum,Sweden,594.3,Sweden,2177,10632,5983,Bernardo Martínez,,
793,Luxottica Group,Italy,1171.3,Italy,10329,30008,12059,Francesco Milleri,Specialty Stores,
1856,Luzerner Kantonalbank,Switzerland,207.7,Switzerland,642,4678,38680,Daniel Salzmann,Regional Banks,
1672,Luzhou Lao Jiao,China,448.4,China,1455,15007,3202,Feng Lin,Beverages,
291,LyondellBasell Industries,United Kingdom,5308,United Kingdom,35837,44135,26896,Bhavesh Patel,Diversified Chemicals,
536,M&T Bank,United States,1411,New York,6106,26966,118622,René Jones,Regional Banks,New York
576,MGM Resorts,United States,1953.9,Nevada,10888,17706,29298,James Murren,Casinos & Gaming,Nevada
1559,MMI Holdings,South Africa,132.9,South Africa,6092,2721,38174,Amr Azhari,Life & Health Insurance,
921,MOL Hungarian Oil,Hungary,1031.3,Hungary,15761,7971,16845,Zsolt Hernádi,Oil & Gas Operations,
334,MS&AD Insurance,Japan,877.8,Japan,47248,20257,202958,Yasuyoshi Karasawa,Property & Casualty Insurance,
1993,MSCI,United States,346.1,New York,1324,14330,3344,Henry Fernandez,Business & Personal Services,New York
1069,MTN Group,South Africa,331.7,South Africa,9981,18382,19581,Robert Shuter,Telecommunications services,
545,MTR,Hong Kong,2159.6,Hong Kong,7114,34753,33742,Kwok Leong,Railroads,
1831,MTU Aero Engines AG,Germany,426.6,Germany,5681,9442,7566,Egon Behle,Aerospace & Defense,
1390,Maanshan Iron & Steel,China,706,China,11099,4501,11267,Hai Qian,Iron & Steel,
375,Macquarie Group,Australia,1890.9,Australia,10290,27597,147444,Nicholas Moore,Investment Services,
729,Macy's,United States,1548,Ohio,24837,9068,20052,Jeffrey Gennette,Department Stores,Ohio
391,Magna International,Canada,2280,Canada,40349,22562,27089,Donald Walker,Auto & Truck Parts,
1152,Magnit,Russia,608.3,Russia,19595,8097,9155,Khachatur Pombukhchan,Food Retail,
1214,Magnitogorsk Iron & Steel,Russia,1221.5,Russia,7940,8251,7879,Pavel Shiliayev,Iron & Steel,
826,Mahindra & Mahindra,India,1134,India,14011,16054,12415,Pawan Goenka,Auto & Truck Manufacturers,
1709,Makita,Japan,494,Japan,4306,12460,6122,Masahiko Goto,Household/Personal Care,
1427,Mallinckrodt,United Kingdom,1723.5,United Kingdom,2983,1237,15516,Mark Trudeau,,
1297,Manpower,United States,568,Wisconsin,21800,6320,8896,Jonas Prising,Business & Personal Services,Wisconsin
184,Manulife,Canada,1656.4,Canada,40086,38499,549670,Roy Gori,Life & Health Insurance,
566,Mapfre,Spain,796.2,Spain,24913,10655,78743,Antonio Mejías,Diversified Insurance,
1359,Marathon Oil,United States,-367,Texas,4877,17917,21634,Lee Tillman,Oil & Gas Operations,Texas
216,Marathon Petroleum,United States,3436,Ohio,71577,35717,50364,Gary Heminger,Oil & Gas Operations,Ohio
1846,Marine Harvest ASA,Norway,509.3,Norway,4129,10382,5200,Alf-Helge Aarskog,Food Processing,
1102,Markel,United States,247.6,Virginia,6344,16088,32866,Thomas Gayner,Diversified Insurance,Virginia
1845,Marks & Spencer,United Kingdom,234.2,United Kingdom,13622,6458,10617,Wei Pan,Department Stores,
1509,Maroc Telecom,Morocco,587.9,Morocco,3602,14541,6706,Abdeslam Ahizoune,,
421,Marriott International,United States,1405,Maryland,22339,49406,24484,Arne Sorenson,Hotels & Motels,Maryland
500,Marsh & McLennan,United States,1613,New York,14536,41387,21379,Daniel Glaser,Insurance Brokers,New York
1478,Martin Marietta Materials,United States,679.1,North Carolina,3924,13563,8948,C. Nye,Construction Materials,North Carolina
348,Marubeni,Japan,1870,Japan,68034,13951,64665,Teruo Asada,Trading Companies,
1314,Masco,United States,538,Michigan,7787,11820,5630,Keith Allman,Construction Materials,Michigan
1463,Mashreq Bank,United Arab Emirates,572.9,United Arab Emirates,2439,3867,33602,Abdul Al-Ghurair,Regional Banks,
1483,Masraf Al Rayan,Qatar,562.3,Qatar,934,7045,28416,Adel Mustafawi,Regional Banks,
367,Mastercard,United States,4326,New York,13343,201894,22944,Ajaypal Banga,Consumer Financial Services,New York
1952,Match Group,United States,431,Texas,1439,11196,2202,Mandy Ginsberg,Software & Programming,Texas
1203,Materials Industry Zhongda Group,China,403.2,China,41103,4358,15314,Jida Chen,Trading Companies,
1662,Maxim Integrated Products,United States,436.5,California,2449,16109,4623,Tunç Doluca,Semiconductors,California
1779,Maxis,Malaysia,529.9,Malaysia,2104,10902,4941,Arshad Tun Uda,Telecommunications services,
394,Maybank,Malaysia,1749.2,Malaysia,9131,29577,189103,Abdul bin Alias,Regional Banks,
739,Mazda Motor,Japan,1011.5,Japan,31345,8426,25652,Masamichi Kogai,Auto & Truck Manufacturers,
1308,McCormick,United States,806.5,Maryland,5028,14047,10363,Lawrence Kurzius,Food Processing,Maryland
241,McDonald's,United States,5352.9,Illinois,22283,129860,33723,Stephen Easterbrook,Restaurants,Illinois
170,McKesson,United States,4798,California,205442,30788,64213,John Hammergren,Pharmaceuticals,California
1398,Mebuki Financial Group,Japan,393.8,Japan,2021,4652,148331,Satoshi Fujisawa,Regional Banks,
1001,MediaTek,Taiwan,676.6,Taiwan,7730,16895,14177,Ching Hsieh,Semiconductors,
934,Mediobanca,Italy,912,Italy,2560,10343,86565,Alberto Nagel,Regional Banks,
1389,Medipal Holdings,Japan,296.1,Japan,27867,4902,15032,Shuichi Watanabe,Pharmaceuticals,
154,Medtronic,Ireland,2807,Ireland,29725,115965,95800,Omar Ishrak,Medical Equipment & Supplies,
865,Mega Financial Holding,Taiwan,845.9,Taiwan,2774,12065,119204,Chao Chang,Investment Services,
1181,Meiji Holdings,Japan,552.9,Japan,11196,11468,8722,Shigetaro Asano,Food Processing,
308,Merck,Germany,2932.6,Germany,17288,43268,43304,Stefan Oschmann,Pharmaceuticals,
191,Merck & Co.,United States,1580,New Jersey,40764,160584,86041,Kenneth Frazier,Pharmaceuticals,New Jersey
1504,Mercuries & Associates,Taiwan,53.9,Taiwan,6857,591,36034,Hsiang Chen,Department Stores,
1392,Meritz Financial Group,South Korea,320.6,South Korea,8265,1843,39006,Yong-Beom Kim,Diversified Insurance,
1486,Merlin Properties SOCIMI S.A,Spain,1241.2,Spain,547,7133,14416,Ismael Orrego,Investment Services,
78,MetLife,United States,4437,New York,64085,47543,712584,Steven Kandarian,Diversified Insurance,New York
510,Metallurgical Corp of China,China,952,China,38159,11395,67034,Bongani Nqwababa,Construction Services,
1614,Metalurgica Gerdau,Brazil,-102,Brazil,12068,2085,15354,Gustavo da Cunha,Iron & Steel,
1167,Metro,Canada,1349.7,Canada,10372,7298,6680,Eric La Flèche,Food Retail,
1041,Metro Group,Germany,488.4,Germany,41911,5074,19063,Olaf Koch,Food Retail,
1750,Metropolitan Bank & Trust,Philippines,364.7,Philippines,2096,6556,39590,Arthur Ty,Regional Banks,
1885,Mettler-Toledo International,United States,376.8,Ohio,2791,14315,2512,Olivier Filliol,Conglomerates,Ohio
1864,Michael Kors Holdings,United Kingdom,521,United Kingdom,4604,9599,4217,John Idol,Apparel/Footwear Retail,
405,Michelin Group,France,1905.1,France,24769,25537,30341,Jean-Dominique Senard,Auto & Truck Parts,
1788,Microchip Technology,United States,255.4,Arizona,3981,21782,8257,Steve Sanghi,Semiconductors,Arizona
221,Micron Technology,United States,10002,Idaho,25858,60099,41263,Sanjay Mehrotra,Semiconductors,Idaho
20,Microsoft,United States,14211,Washington,103313,750649,245497,Satya Nadella,Software & Programming,Washington
245,Midea Group,China,2744,China,37837,55671,40143,Hongbo Fang,Household Appliances,
1480,Migdal Insurance,Israel,105.5,Israel,6626,1005,42213,Eran Czerninski,Diversified Insurance,
1488,Minebea,Japan,535.8,Japan,7932,8650,6656,Yoshihisa Kainuma,Other Industrial Equipment,
1299,Mirae Asset Daewoo,South Korea,533,South Korea,3316,6272,84654,Ung-Kee Cho,Investment Services,
1947,Mirae Asset Life Insurance,South Korea,196,South Korea,3075,909,33377,Man-Deok Ha,Diversified Insurance,
112,Mitsubishi,Japan,5054.2,Japan,68278,46356,150794,Takehiko Kakiuchi,Trading Companies,
441,Mitsubishi Chemical,Japan,1910.6,Japan,33604,13417,44199,Yoshimitsu Kobayashi,Diversified Chemicals,
298,Mitsubishi Electric,Japan,2453.1,Japan,39981,32360,40099,Takeshi Sugiyama,Electrical Equipment,
564,Mitsubishi Estate,Japan,876.2,Japan,9736,25742,51403,Hirotaka Sugiyama,Real Estate,
575,Mitsubishi Heavy Industries,Japan,636,Japan,37090,12776,51600,Shunichi Miyanaga,Heavy Equipment,
1424,Mitsubishi Materials,Japan,312.1,Japan,14432,3832,18948,Hiroshi Yao,Diversified Metals & Mining,
810,Mitsubishi Motors,Japan,971,Japan,19781,11702,15565,Osamu Masuko,Auto & Truck Manufacturers,
37,Mitsubishi UFJ Financial,Japan,8944.1,Japan,51760,86166,2774219,Nobuyuki Hirano,Major Banks,
1133,Mitsubishi UFJ Lease,Japan,489.2,Japan,7747,6052,49438,David Williams,Rental & Leasing,
183,Mitsui,Japan,3775.8,Japan,44140,30342,106316,Tatsuo Yasunaga,Trading Companies,
1339,Mitsui Chemicals,Japan,674.9,Japan,11611,5850,12265,Tsutomu Tannowa,Specialized Chemicals,
399,Mitsui Fudosan,Japan,1406.4,Japan,15800,25362,59250,Hiromichi Iwasa,Real Estate,
1401,Mitsui OSK Lines,Japan,-427.5,Japan,14909,3586,19990,Koichi Muto,Other Transportation,
1527,Mizrahi Tefahot Bank,Israel,387.7,Israel,2273,4368,69159,Eldad Fresher,Regional Banks,
114,Mizuho Financial,Japan,5124.2,Japan,29729,46195,1850368,Yasuhiro Sato,Major Banks,
929,Mohawk Industries,United States,979.5,Georgia,9683,15933,12560,Jeffrey Lorberbaum,Furniture & Fixtures,Georgia
1674,Molina Healthcare,United States,-482,California,19625,5169,9133,Joe Zubretsky,Managed Health Care,California
672,Molson Coors Brewing,United States,1470.2,Colorado,10886,13100,30184,Mark Hunter,Beverages,Colorado
211,Mondelēz International,United States,3190,Illinois,26247,57867,64503,Dirk van de Put,Food Processing,Illinois
1132,Mondi,United Kingdom,756.8,United Kingdom,8008,13148,8657,Peter Oswald,Paper & Paper Products,
427,Monsanto,United States,2491,Missouri,14595,55147,22687,Hugh Grant,Specialized Chemicals,Missouri
1175,Monster Beverage,United States,858.7,California,3485,27723,4740,Rodney Sacks,Beverages,California
1095,Moody's,United States,1027.9,New York,4356,33400,9014,Raymond McDaniel,Business & Personal Services,New York
50,Morgan Stanley,United States,6892,New York,45587,97718,858495,James Gorman,Investment Services,New York
1372,Mosaic,United States,-64,Minnesota,7765,10237,20452,James O'Rourke,Specialized Chemicals,Minnesota
1667,Moscow Exchange,Russia,347.4,Russia,675,4541,52592,Alexander Afanasiev,Investment Services,
1698,Motherson Sumi Systems,India,238.6,India,8023,10610,5364,Vivek Sehgal,Auto & Truck Parts,
1541,Motorola Solutions,United States,-115,Illinois,6567,17571,9051,Gregory Brown,Aerospace & Defense,Illinois
279,Munich Re,Germany,756.1,Germany,63438,34778,323475,Joachim Wenning,Diversified Insurance,
632,Murata Manufacturing,Japan,1318.1,Japan,12378,29460,16897,Tsuneo Murata,Electronics,
1881,Murphy USA,United States,287.6,Arkansas,13071,2224,2252,R. Clyde,Specialty Stores,Arkansas
1840,Musashino Bank,Japan,94.5,Japan,532,1130,39938,Kikuo Kato,Regional Banks,
652,Mylan,United Kingdom,716.7,United Kingdom,11866,19797,35184,Heather Bresch,Pharmaceuticals,
587,Møller-Maersk,Denmark,-1150.8,Denmark,34703,35057,63371,Søren Skou,Other Transportation,
1657,NARI Technology Development,China,500.5,China,3969,13300,6911,Shijie Xiao,Electrical Equipment,
1204,NASDAQ,United States,741,New York,4144,15117,15790,Adena Friedman,Investment Services,New York
1010,NEC,Japan,413.9,Japan,25664,7244,26529,Takashi Niino,Electronics,
1493,NEXON,Japan,753,Japan,2262,12181,5351,,Computer Services,
